Title,Link,Snippet,Summary,Info,Processed,Query
Treatment of mezcal vinasses: A review,https://www.sciencedirect.com/science/article/pii/S0168165611005426,"… eight million liters of mezcal per year, and generate about 90 million liters of mezcal vinasses (MV)… and disadvantages, and finally detect the trends for future research and development. …","V Robles-González, J Galíndez-Mayer… - Journal of …, 2012 - Elsevier","{'summary': 'V Robles-González, J Galíndez-Mayer… - Journal of …, 2012 - Elsevier', 'authors': [{'name': 'J Galíndez-Mayer', 'link': 'https://scholar.google.com/citations?user=97oX_7wAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=97oX_7wAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '97oX_7wAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Life cycle environmental impacts and energy demand of craft mezcal in Mexico,https://www.mdpi.com/848928,"… mezcal was the manufacturing/processing, contributing 59.6% of them. The energy demand of the craft mezcal … the search for alternatives for the development of sustainable production. …","J Maciel Martínez, E Baltierra-Trejo… - Sustainability, 2020 - mdpi.com","{'summary': 'J Maciel Martínez, E Baltierra-Trejo… - Sustainability, 2020 - mdpi.com', 'authors': [{'name': 'E Baltierra-Trejo', 'link': 'https://scholar.google.com/citations?user=4OOvWbwAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=4OOvWbwAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '4OOvWbwAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Mechanization process in the production of mezcal,https://www.researchgate.net/profile/Emilio-Gonzalez-Galvan/publication/267725695_Mechanization_process_in_the_production_of_mezcal/links/5475fc730cf2778985af8c67/Mechanization-process-in-the-production-of-mezcal.pdf,… used in the production of mezcal. The conclusions obtained from the development of this work were: 1) the process of mechanization of mezcal has been increasingly copying schemes …,"HM Durán-García, EJ Gonzalez-Galvan… - JOURNAL OF FOOD …, 2007 - researchgate.net","{'summary': 'HM Durán-García, EJ Gonzalez-Galvan… - JOURNAL OF FOOD …, 2007 - researchgate.net', 'authors': [{'name': 'HM Durán-García', 'link': 'https://scholar.google.com/citations?user=3WWC2yYAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=3WWC2yYAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '3WWC2yYAAAAJ'}, {'name': 'EJ Gonzalez-Galvan', 'link': 'https://scholar.google.com/citations?user=c2peq-MAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=c2peq-MAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'c2peq-MAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
"Sarah Bowen: Divided spirits: tequila, mezcal, and the politics of production",https://link.springer.com/article/10.1007/s10460-016-9745-9,… DOs are touted for their use as a tool for rural development in both the Global North and the … in Mexico: tequila and mezcal. This book illustrates the development of the standards of …,"CJ Bardenhagen - Agriculture and Human Values, 2017 - Springer","{'summary': 'CJ Bardenhagen - Agriculture and Human Values, 2017 - Springer'}",2022-03-18 01:39:12 UTC,mezcal development
Análisis de la dinámica de la ruta turística caminos del mezcal como producto turístico integrador en el estado de Oaxaca,https://www.eumed.net/rev/caribe/2020/05/dinamica-ruta-turistica.html,"… to implement as a development strategy ten tourist routes, as … aims to detonate economic development in 53 municipalities … who visit the Caminos del Mezcal route with a quantitative …","ML García Contreras, JC Torres Valdez… - Caribeña de Ciencias …, 2020 - eumed.net","{'summary': 'ML García Contreras, JC Torres Valdez… - Caribeña de Ciencias …, 2020 - eumed.net'}",2022-03-18 01:39:12 UTC,mezcal development
Understanding the motives of consumers of mezcal in Mexico,https://www.emerald.com/insight/content/doi/10.1108/BFJ-07-2017-0381/full/html,"… Mezcal could be a development strategy based on the endogenous potential of communities, but it is fundamental to follow inclusive and coherent mechanisms that search for the …","CA López-Rosas, A Espinoza-Ortega - British Food Journal, 2018 - emerald.com","{'summary': 'CA López-Rosas, A Espinoza-Ortega - British Food Journal, 2018 - emerald.com', 'authors': [{'name': 'A Espinoza-Ortega', 'link': 'https://scholar.google.com/citations?user=zfspw1kAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=zfspw1kAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'zfspw1kAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Caminos del Mezcal. Guía Turística.,http://200.23.223.30:8080/jspui/handle/cdt_umar/166,"La particular magia del estado de Oaxaca, esa que atrapa los corazones de viajeros nacionales y extranjeros, tiene que ver con el misterio y las tradiciones que le han legado, a través …","C de trabajo de la Ruta, C del Mezcal - 2015 - 200.23.223.30","{'summary': 'C de trabajo de la Ruta, C del Mezcal - 2015 - 200.23.223.30'}",2022-03-18 01:39:12 UTC,mezcal development
The geographical indication of mezcal in Mexico: A tool of exclusion for small producers,https://library.oapen.org/bitstream/handle/20.500.12657/46918/9780429895135.pdf?sequence=1#page=188,"… Additionally, there is a need to generate local development tools to contain rural migration … Posing the question of the relevance of GIs as a tool for local socioeconomic development (…","MC Renard, DRD Arista - Geographical Indication and Global Agri …, 2019 - library.oapen.org","{'summary': 'MC Renard, DRD Arista - Geographical Indication and Global Agri …, 2019 - library.oapen.org'}",2022-03-18 01:39:12 UTC,mezcal development
"Sarah Bowen: Divided spirits: tequila, mezcal, and the politics of production",https://link.springer.com/article/10.1007/s10460-016-9748-6,"… express hope for mezcal, in particular the artisanal mezcal, as a potential vector of rural development and … How sustainable and emancipatory is this approach to rural development? …","DH Constance - Agriculture and Human Values, 2017 - Springer","{'summary': 'DH Constance - Agriculture and Human Values, 2017 - Springer'}",2022-03-18 01:39:12 UTC,mezcal development
"Impactos socioculturales y ambientales del desarrollo turístico en Mezcales, comunidad del municipio de Bahía de Banderas, Nayarit",http://www.remai.ipn.mx/index.php/REMAI/article/view/27,"… Sociocultural and environmental impacts ofthe tourist development in Mezcales, community … Se dan a conocer los resultados de una investigación realizada en el poblado de Mezcales, …","MAA Jiménez, MFP Méndez… - … de Avances de …, 2017 - remai.ipn.mx","{'summary': 'MAA Jiménez, MFP Méndez… - … de Avances de …, 2017 - remai.ipn.mx'}",2022-03-18 01:39:12 UTC,mezcal development
Treatment of mezcal vinasses: A review,https://pubag.nal.usda.gov/catalog/138709,"… million liters of mezcal per year, and generate about 90 million liters of mezcal vinasses (MV… detect the trends for future research and development. Experience with treatment of this set …","J GalÃndez-Mayer, NÃ Rinderknecht-Seijas… - 2012 - pubag.nal.usda.gov","{'summary': 'J GalÃndez-Mayer, NÃ Rinderknecht-Seijas… - 2012 - pubag.nal.usda.gov'}",2022-03-18 01:39:12 UTC,mezcal development
"Poutine, Mezcal and Hard Cider: The Making of Culinary Identities in North America",https://search.proquest.com/openview/cc4f82e5c0bceff9b937791090006f43/1?pq-origsite=gscholar&cbl=18750,"… Through the cases of poutine, mezcal, and hard cider, I investigate cultural identity formation… of a group, as well as by community development practitioners, governments, and industry …",N Fabien-Ouellet - 2017 - search.proquest.com,"{'summary': 'N Fabien-Ouellet - 2017 - search.proquest.com', 'authors': [{'name': 'N Fabien-Ouellet', 'link': 'https://scholar.google.com/citations?user=_P2-V48AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=_P2-V48AAAAJ&engine=google_scholar_author&hl=es', 'author_id': '_P2-V48AAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
"The perils of protection and the promise of authenticity: Tequila, mezcal, and the case of NOM 186",https://www.academia.edu/download/55530594/Gaytan_As_Published.pdf,"… development of the port of Acapulco facilitated the transport of “vino mezcal de Tequila” (mezcal … As the mezcal produced in Tequila grew in popularity, “vino mezcal de” was dropped, …","MS Gaytán - Journal of Rural Studies, 2018 - academia.edu","{'summary': 'MS Gaytán - Journal of Rural Studies, 2018 - academia.edu'}",2022-03-18 01:39:12 UTC,mezcal development
"Oaxaca Mezcal, a Natural growth stage cluster the Mezcal de Oaxaca, a natural cluster in growth stage",https://www.globalmediajournal.com/open-access/oaxaca-mezcal-a-natural-growth-stage-cluster-the-mezcal-de-oaxaca-a-natural-cluster-in-growth-stage.php?aid=76376,"… the main characteristics of cluster lifecycle of mezcal, see Table 1. … of the level of development of the cluster of mezcal. (Table 1) … The contribution of this research was the development of …","UG Curiel-Áviles, A López-Salinas… - Global Media …, 2016 - globalmediajournal.com","{'summary': 'UG Curiel-Áviles, A López-Salinas… - Global Media …, 2016 - globalmediajournal.com', 'authors': [{'name': 'UG Curiel-Áviles', 'link': 'https://scholar.google.com/citations?user=8JArxS4AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=8JArxS4AAAAJ&engine=google_scholar_author&hl=es', 'author_id': '8JArxS4AAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
"… opportunities based on SECI model: Reconfiguring knowledge dynamics of the agricultural artisan production of agave-mezcal, using emerging technologies",https://www.emerald.com/insight/content/doi/10.1108/JKM-01-2020-0078/full/html,… revision for mezcal production (C1-C4)  about human resources training and development … reported by the agave-mezcal leader because they have mezcal producers who have more …,"CLF Torres, LA Olvera-Vargas, JS Gómez… - Journal of Knowledge …, 2020 - emerald.com","{'summary': 'CLF Torres, LA Olvera-Vargas, JS Gómez… - Journal of Knowledge …, 2020 - emerald.com', 'authors': [{'name': 'LA Olvera-Vargas', 'link': 'https://scholar.google.com/citations?user=WS8yL9kAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=WS8yL9kAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'WS8yL9kAAAAJ'}, {'name': 'JS Gómez', 'link': 'https://scholar.google.com/citations?user=WFWi4t0AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=WFWi4t0AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'WFWi4t0AAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Geographical indications and environmental sustainability: An institutional analysis of Mezcal,https://hcommons.org/deposits/item/hc:41073/,"… ) of mezcal, but not necessarily within its initial legal setting. With regards to the secondary hypothesis, it is argued that in Mexico the institutional architecture of the mezcal … Development …",AGM Hernández - 2021 - hcommons.org,{'summary': 'AGM Hernández - 2021 - hcommons.org'},2022-03-18 01:39:12 UTC,mezcal development
"EL MEZCAL DE OAXACA, UN CLUSTER NATURALEN ETAPA DE CRECIMIENTO",https://www.redalyc.org/journal/141/14152127009/movil/,"… En esta investigación el cluster del mezcal representa a la población de empresas aglomeradas geográficamente en la región de los Valles Centrales de Oaxaca, la cual, se …","UGC Avilés, AR Martínez, RDD García… - Revista Mexicana de …, 2017 - redalyc.org","{'summary': 'UGC Avilés, AR Martínez, RDD García… - Revista Mexicana de …, 2017 - redalyc.org', 'authors': [{'name': 'UGC Avilés', 'link': 'https://scholar.google.com/citations?user=8JArxS4AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=8JArxS4AAAAJ&engine=google_scholar_author&hl=es', 'author_id': '8JArxS4AAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Quantitative Characterization of Nonstructural Carbohydrates of Mezcal Agave (Agave salmiana Otto ex Salm-Dick),https://pubs.acs.org/doi/abs/10.1021/jf800158p,"Fructans are the reserve carbohydrates in Agave spp. plants. In mezcal factories, fructans undergoes thermal hydrolysis to release fructose and glucose, which are the basis to produce …","C Michel-Cuello, BI Juárez-Flores… - Journal of agricultural …, 2008 - ACS Publications","{'summary': 'C Michel-Cuello, BI Juárez-Flores… - Journal of agricultural …, 2008 - ACS Publications', 'authors': [{'name': 'C Michel-Cuello', 'link': 'https://scholar.google.com/citations?user=UoEN3pQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=UoEN3pQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'UoEN3pQAAAAJ'}, {'name': 'BI Juárez-Flores', 'link': 'https://scholar.google.com/citations?user=6Wy_VPgAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=6Wy_VPgAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '6Wy_VPgAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Importance of Agave salmiana metabolism in technological innovations to mezcal agroindustry sustainability,https://www.inderscienceonline.com/doi/abs/10.1504/PIE.2017.092712,… plant and are a materials source for the mezcal agroindustry. We worked with maguey plants (… that will maintain the environmental sustainability in the mezcal agroindustry development. …,"C Michel-Cuello, N Aguilar-Rivera… - Progress in …, 2017 - inderscienceonline.com","{'summary': 'C Michel-Cuello, N Aguilar-Rivera… - Progress in …, 2017 - inderscienceonline.com', 'authors': [{'name': 'C Michel-Cuello', 'link': 'https://scholar.google.com/citations?user=UoEN3pQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=UoEN3pQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'UoEN3pQAAAAJ'}, {'name': 'N Aguilar-Rivera', 'link': 'https://scholar.google.com/citations?user=e6760_IAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=e6760_IAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'e6760_IAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
"ESTUDIOS PRELIMINARES PARA LA CREACIÓN DE UNA INDICACIÓN GEOGRÁFICA PROTEGIDA, PARA EL MEZCAL TOBALÁ PROVENIENTE DE A …",https://revistas.unica.cu/index.php/uciencia/article/download/1311/1481/0,"… Geographical indications are increasingly conceived as a development tool. However, there are not enough empirical and conceptual foundations to refine their institutionalization, in …","GAM Gutiérrez, DLG Cruz - revistas.unica.cu","{'summary': 'GAM Gutiérrez, DLG Cruz - revistas.unica.cu'}",2022-03-18 01:39:12 UTC,mezcal development
Geographical indication and global agri-food: Development and democratization,https://library.oapen.org/handle/20.500.12657/46918,"… local and socioeconomic development and democratization … of democratic forms of development. The contributing authors … Norway, French wine and Mexican Mezcal. It also places …","A Bonanno, K Sekine, HN Feuer - 2020 - library.oapen.org","{'summary': 'A Bonanno, K Sekine, HN Feuer - 2020 - library.oapen.org', 'authors': [{'name': 'A Bonanno', 'link': 'https://scholar.google.com/citations?user=u57yuiQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=u57yuiQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'u57yuiQAAAAJ'}, {'name': 'K Sekine', 'link': 'https://scholar.google.com/citations?user=to4I1RoAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=to4I1RoAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'to4I1RoAAAAJ'}, {'name': 'HN Feuer', 'link': 'https://scholar.google.com/citations?user=gjpDVQYAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=gjpDVQYAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'gjpDVQYAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
"ESTUDIOS PRELIMINARES PARA LA CREACIÓN DE UNA INDICACIÓN GEOGRÁFICA PROTEGIDA, PARA EL MEZCAL TOBALÁ PROVENIENTE DE A …",https://revistas.unica.cu/index.php/uciencia/article/view/1311/0,"… En este trabajo se listan los estudios preliminares y necesarios para constituir una IG, para «Mezcal Tobalá a partir del Agave Potatorum Zucc», en la microrregión de Mixteca–…","CE Tinoco, GAM Gutiérrez, DLG Cruz - Universidad & Ciencia, 2019 - revistas.unica.cu","{'summary': 'CE Tinoco, GAM Gutiérrez, DLG Cruz - Universidad & Ciencia, 2019 - revistas.unica.cu'}",2022-03-18 01:39:12 UTC,mezcal development
Key elements to design Agave-Mezcal supply chain in Mexico,https://search.proquest.com/openview/c05f327d64412ed0ef174b4526c329f9/1?pq-origsite=gscholar&cbl=51908,… Mezcal must be made from 100% agave. Tequila is a type of mezcal and its appropriate name should be “mezcal … influence the development of a strategic model for the mezcal industry. …,"G López-Nava, JL Martínez… - IIE Annual …, 2011 - search.proquest.com","{'summary': 'G López-Nava, JL Martínez… - IIE Annual …, 2011 - search.proquest.com'}",2022-03-18 01:39:12 UTC,mezcal development
Fair trade of Santiago Matatlán. Oaxaca mezcal economic alternative for local producers,https://repositorioinstitucional.uaslp.mx/xmlui/handle/i/4681,"… El maguey (Agave), es la materia prima para la producción de mezcal, bebida destillada … Fair trade mezcal can be used as an option for socioeconomic development, environmental …",VE Pérez Henriquez - 2016 - repositorioinstitucional.uaslp.mx,{'summary': 'VE Pérez Henriquez - 2016 - repositorioinstitucional.uaslp.mx'},2022-03-18 01:39:12 UTC,mezcal development
"Environmental strategy and competitive advantage in Mezcal businesses in Oaxaca, Mexico",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3241805,… and oriented towards product management and sustainable development (clean technology and base of the pyramid) allow mezcal businesses to gain competitive advantages in terms …,"I García-Román, PS Sánchez-Medina… - … of Management and …, 2018 - papers.ssrn.com","{'summary': 'I García-Román, PS Sánchez-Medina… - … of Management and …, 2018 - papers.ssrn.com'}",2022-03-18 01:39:12 UTC,mezcal development
"Estudios preliminares para la creación de una indicación geográfica protegida, para el mezcal tobalá proveniente de A. potatorum Zucc., en una microregión …",http://148.204.117.30/jspui/handle/LITER_CIIDIROAX/543,"… En este trabajo se listan los estudios preliminares y necesarios para constituir una IG, para ""Mezcal Tobalá a partir del Agave Potatorum Zucc"", en la microrregión de Mixteca - Zapoteca …",C Escamirosa Tinoco - 2019 - 148.204.117.30,{'summary': 'C Escamirosa Tinoco - 2019 - 148.204.117.30'},2022-03-18 01:39:12 UTC,mezcal development
Designation of Origin Distillates in Mexico: Value Chains and Territorial Development,https://www.mdpi.com/1109032,"… related with mezcal. Additionally, the municipality of Santiago Matatlán was visited, a famous place for the production of mezcal and that closes the Caminos del Mezcal Tourist Route …","P Pérez-Akaki, NV Vega-Vera, YP Enríquez-Caballero… - Sustainability, 2021 - mdpi.com","{'summary': 'P Pérez-Akaki, NV Vega-Vera, YP Enríquez-Caballero… - Sustainability, 2021 - mdpi.com', 'authors': [{'name': 'P Pérez-Akaki', 'link': 'https://scholar.google.com/citations?user=lGSrAxQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=lGSrAxQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'lGSrAxQAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Agave Producers In Michoacan Seek Special Denomination Of Origin Certification For Mezcal,https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=6330&context=sourcemex,"… largest export destination for mezcal. ""We have seen a decline in the consumption of mezcal in the US,"" said Roque Lopez Garcia, director of economic development in Oaxaca state, …",L Staff - 2009 - digitalrepository.unm.edu,{'summary': 'L Staff - 2009 - digitalrepository.unm.edu'},2022-03-18 01:39:12 UTC,mezcal development
"… caso de una marca colectiva de mezcal en Guanajuato, México (Associativity and Value Chains: A Case Study of a Collective Brand of Mezcal in Guanajuato, México …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3890952,"Spanish Abstract: Propósito: El propósito de esta investigación consiste en analizar la asociatividad en la cadena de valor de una marca colectiva de mezcal en San Felipe, Guanajuato…","V Cerroblanco-Vázquez, C López-Mateo… - … -Revista Academia & …, 2021 - papers.ssrn.com","{'summary': 'V Cerroblanco-Vázquez, C López-Mateo… - … -Revista Academia & …, 2021 - papers.ssrn.com'}",2022-03-18 01:39:12 UTC,mezcal development
"Caracterizando la producción y organización de los mezcaleros en Matatlán, México “Capital mundial del mezcal”",http://www.scielo.org.mx/scielo.php?pid=S0188-45572017000200010&script=sci_arttext,"… a los pequeños productores de mezcal artesanal para y … participan en la industria del mezcal, así como un cuestionario … en los pequeños productores de mezcal estudiados, estos son: …","DE Espinosa Meza, G Rivera González… - Estudios sociales …, 2017 - scielo.org.mx","{'summary': 'DE Espinosa Meza, G Rivera González… - Estudios sociales …, 2017 - scielo.org.mx', 'authors': [{'name': 'G Rivera González', 'link': 'https://scholar.google.com/citations?user=uf_rm5UAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=uf_rm5UAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'uf_rm5UAAAAJ'}]}",2022-03-18 01:39:12 UTC,mezcal development
Propuesta de modelo de negocio de un mezcal con propiedades estimulantes y benchmark competitivo,http://riaa.uaem.mx/handle/20.500.12055/1873,… The research is focused on the development of a business model proposal for a mezcal different from the conventional ones in the mass consumption market for alcoholic beverages. …,AA REYES - 2021 - riaa.uaem.mx,{'summary': 'AA REYES - 2021 - riaa.uaem.mx'},2022-03-18 01:39:12 UTC,mezcal development
