Title,Link,Snippet,Summary,Info,Processed,Query
Estrategias de producción y mercadotecnia del mezcal en Oaxaca,https://www.redalyc.org/pdf/325/32514811.pdf,"Este ensayo analiza desde la perspectiva de la nueva ruralidad y la territorialidad, las estrategias de producción y mercadotecnia y el sistema productivo del mezcal en Oaxaca; con el …","JA Bautista, ET Melchor - El Cotidiano, 2008 - redalyc.org","{'summary': 'JA Bautista, ET Melchor - El Cotidiano, 2008 - redalyc.org'}",2022-03-17 11:03:27 UTC,mezcal pobreza
Propuesta metodológica para la medición de la competitividad del mezcal michoacano,http://rfcca.umich.mx/index.php/rfcca/article/view/1,"… mezcal, this research has several analysis processes. This is the first approach to Michoacan’s mezcal … competitiva cuentan con porcentajes muy altos de pobreza entre sus pobladores. …","VH Silva, YC García - Revista de la Facultad de Contaduría y …, 2017 - rfcca.umich.mx","{'summary': 'VH Silva, YC García - Revista de la Facultad de Contaduría y …, 2017 - rfcca.umich.mx'}",2022-03-17 11:03:27 UTC,mezcal pobreza
"… DE DESIGUALDAD, EMPOBRECIMIENTO Y DESARROLLO SOCIAL EN DOS COMUNIDADES PRODUCTORAS DE MEZCAL ARTESANAL DE OAXACA",http://ru.iiec.unam.mx/4738/,"… de mezcal es uno de los pocos procesos semi industrializados que existen en los estados de Oaxaca, Guerrero y Chiapas, éstas son unas de las entidades federativas más pobres de …","JY López Cruz, D Ortiz Hernández, Y Donají… - 2019 - ru.iiec.unam.mx","{'summary': 'JY López Cruz, D Ortiz Hernández, Y Donají… - 2019 - ru.iiec.unam.mx'}",2022-03-17 11:03:27 UTC,mezcal pobreza
"Hacia el paisaje del mezcal: Viajeros norteamericanos en México, siglos XIX y XX",https://www.jstor.org/stable/29741996,"… , sin ventanas hacia el paisaje del mezcal, una litera en el espacio"" (133). Ferlinghetti's train ride in the dark without any windows towards the mezcal landscape is an apt metaphor for …",S Hadley - 2005 - JSTOR,{'summary': 'S Hadley - 2005 - JSTOR'},2022-03-17 11:03:27 UTC,mezcal pobreza
Red de valor de producción y comercialización del mezcal artesanal en Oaxaca,https://revistas.uclave.org/index.php/asa/article/view/3552,"… of production and marketing of artisanal mezcal in Oaxaca,"" … the underlying network of value mezcal line, concerning the … Pobreza extrema y marginación, desempleo y subvaloración …","GP Vela - Agroindustria, Sociedad y Ambiente, 2014 - revistas.uclave.org","{'summary': 'GP Vela - Agroindustria, Sociedad y Ambiente, 2014 - revistas.uclave.org'}",2022-03-17 11:03:27 UTC,mezcal pobreza
"Análisis de los sistemas producto limón, mango, café, coco, jamaica y maguey mezcal en el estado de Guerrero, México.",https://ameicoco.org/Panel/Code/controllers/uploads/rt-1313.pdf,"… mantiene a la fecha y explica la baja productividad del cultivo, que ocasiona a su vez una cada vez más baja rentabilidad, incidiendo así en la permanencia de condiciones de pobreza …","CI Mamani Oño, G Almaguer Vargas - Textual, 2011 - ameicoco.org","{'summary': 'CI Mamani Oño, G Almaguer Vargas - Textual, 2011 - ameicoco.org', 'authors': [{'name': 'G Almaguer Vargas', 'link': 'https://scholar.google.com/citations?user=85RvTsQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=85RvTsQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '85RvTsQAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
"LONGITUDINAL SUSTAINABILITY ASSESSMENT IN MAGUEY-MEZCAL ARTESANAL PRODUCTION SYSTEMS, IN THE MUNICIPALITY OF VILLA SOLA DE VEGA …",https://www.revista.ccba.uady.mx/ojs/index.php/TSA/article/view/4105,… la brecha de inequidad con los otros eslabones del Sistema Producto Maguey Mezcal y de las condiciones históricas de marginación y pobreza que tienen. El 14 % de los productores …,"AC Rios-Colín, J Ruiz-Vega… - Tropical and …, 2022 - revista.ccba.uady.mx","{'summary': 'AC Rios-Colín, J Ruiz-Vega… - Tropical and …, 2022 - revista.ccba.uady.mx', 'authors': [{'name': 'J Ruiz-Vega', 'link': 'https://scholar.google.com/citations?user=FBlQ15sAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=FBlQ15sAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'FBlQ15sAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
"… DE LA CADENA MAGUEY–MEZCAL, EN TRES PUEBLOS MANCOMUNADOS DE LA REGIÓN MIXTECA DE OAXACA/DIAGNOSIS OF THE MAGUEY-MEZCAL …",https://revistas.unica.cu/index.php/uciencia/article/view/1945,… to inventory the production of maguey and mezcal. As results … mezcal y de productores de planta de maguey en la región del … anual sobre la situación de pobreza y rezago social: San …,"KMY Bazán, CE Tinoco, GAM Gutiérrez - Universidad & Ciencia, 2021 - revistas.unica.cu","{'summary': 'KMY Bazán, CE Tinoco, GAM Gutiérrez - Universidad & Ciencia, 2021 - revistas.unica.cu'}",2022-03-17 11:03:27 UTC,mezcal pobreza
"EL MEZCAL ARTESANAL, UN ELEMENTO CLAVE PARA EL DESARROLLO RURAL EN MENGOLÍ DE MORELOS, OAXACA",https://www.eumed.net/actas/19/economia-social/6-el-mezcal-artesanal-un-elemento-clave-para-el-desarrollo-rural-en-mengoli-de-morelos-oaxaca.pdf,"… situación que viven los maestros mezcaleros de la comunidad de Mengolí de Morelos, Oaxaca, quienes se encontraban en una situación económica precaria debido a que el mezcal …",MSR Cortés - 2019 - eumed.net,{'summary': 'MSR Cortés - 2019 - eumed.net'},2022-03-17 11:03:27 UTC,mezcal pobreza
El mezcal: enfant terrible de México: Estudio sociológico sobre la cultura y comercializacióndel mezcal en un contexto globalizado,https://dialnet.unirioja.es/servlet/articulo?codigo=7292729,"… mezcal, particularmente con el lanzamiento de marcas de tequilas cristalinos que evidentemente tratan de emular a los auténticos mezcales. … sobre el origen del mezcal en el “México …","SLS Aragón - Estudios Sociales: Revista de Alimentación …, 2020 - dialnet.unirioja.es","{'summary': 'SLS Aragón - Estudios Sociales: Revista de Alimentación …, 2020 - dialnet.unirioja.es', 'authors': [{'name': 'SLS Aragón', 'link': 'https://scholar.google.com/citations?user=LG_wscEAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=LG_wscEAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'LG_wscEAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
El mezcal: enfant terrible de México. Estudio sociológico sobre la cultura y comercialización del mezcal en un contexto globalizado,http://www.scielo.org.mx/scielo.php?pid=S2395-91692020000100301&script=sci_arttext,"… redefinición de las relaciones sociales en las regiones productoras del mezcal. Son estas poblaciones con un alto índice de pobreza y al sufrir el abandono del Estado, no disponen …","SL Sandoval-Aragón - Estudios sociales. Revista de alimentación …, 2020 - scielo.org.mx","{'summary': 'SL Sandoval-Aragón - Estudios sociales. Revista de alimentación …, 2020 - scielo.org.mx', 'authors': [{'name': 'SL Sandoval-Aragón', 'link': 'https://scholar.google.com/citations?user=LG_wscEAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=LG_wscEAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'LG_wscEAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
Una perspectiva emergente en torno al diseño para la vida cotidiana. El caso Zumpahuacán y la reutilización de los desechos orgánicos,http://cuestiondediseno.azc.uam.mx/index.php?journal=RCDD&page=article&op=view&path%5B%5D=10,"… , existe un alto nivel de pobreza y marginación. Ante ello un … ”, con el objetivo de producir mezcal, de manera artesanal, … del proceso de producción de mezcal, incluyendo la …","JEZ Cortés, SO Baltierra… - … de Diseño ISSN …, 2017 - cuestiondediseno.azc.uam.mx","{'summary': 'JEZ Cortés, SO Baltierra… - … de Diseño ISSN …, 2017 - cuestiondediseno.azc.uam.mx', 'authors': [{'name': 'SO Baltierra', 'link': 'https://scholar.google.com/citations?user=hyehrdMAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=hyehrdMAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'hyehrdMAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
"Viabilidad del agave como alternativa para controlar la desertificación de la microcuenca Laguna de Guadalupe, Gto.",http://ri.uaq.mx/handle/123456789/261,"… para la fabricación de mezcal, inulina, jarabe, fibras, etc. En el caso del mezcal el municipio donde se ubica la microcuenca posee una denominación de origen mezcal, la cual ha sido …",A Mandujano Bueno - 2013 - ri.uaq.mx,"{'summary': 'A Mandujano Bueno - 2013 - ri.uaq.mx', 'authors': [{'name': 'A Mandujano Bueno', 'link': 'https://scholar.google.com/citations?user=4dgHi44AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=4dgHi44AAAAJ&engine=google_scholar_author&hl=es', 'author_id': '4dgHi44AAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
"La disminución de la producción artesanal de mezcal en la Región del mezcal de Oaxaca, México",http://www.scielo.org.mx/scielo.php?pid=S2007-09342015000600012&script=sci_abstract&tlng=pt,"… artesanal de mezcal en Matatlán, … de mezcal, de los cuales se aplicó una entrevista a profundidad a 12 productores campesinos zapotecas que aún elaboran artesanalmente el mezcal. …","JA Bautista, S Orozco Cirilo… - Revista mexicana de …, 2015 - scielo.org.mx","{'summary': 'JA Bautista, S Orozco Cirilo… - Revista mexicana de …, 2015 - scielo.org.mx'}",2022-03-17 11:03:27 UTC,mezcal pobreza
Sustentabilidad y agricultura en la “región del mezcal” de Oaxaca* Sustainability and agriculture in the “mezcal region” of Oaxaca,https://pdfs.semanticscholar.org/fbad/dc036b925bd407a4522847584f8c012fb7cf.pdf,"Este estudio analiza los sistemas agrícolas en laderas y en valles, desarrollados por productores campesinos de agave mezcalero Angustifolia Haw. Se realizó en la “región del mezcal…","JA Bautista, MA Smit - pdfs.semanticscholar.org","{'summary': 'JA Bautista, MA Smit - pdfs.semanticscholar.org', 'authors': [{'name': 'MA Smit', 'link': 'https://scholar.google.com/citations?user=C7PhklgAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=C7PhklgAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'C7PhklgAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
ALIANZAS ESTRATÉGICAS PARA ALCANZAR EL PRECEPTO “UN SOLO BIENESTAR”[STRATEGIC ALLIANCES TO ACHIEVE THE “ONE WELFARE” …,https://www.researchgate.net/profile/Jose-Jimenez-74/publication/341600196_Bolos_intraruminales_Una_estrategia_de_suplementacion_mineral_en_rumiantes/links/5ec97d1ca6fdcc90d6938f21/Bolos-intraruminales-Una-estrategia-de-suplementacion-mineral-en-rumiantes.pdf#page=95,"… ingreso para mitigar la condición de pobreza de la población, con … mezcal, ha logrado integrar a los diferentes sectores público, privado y gubernamental; corroboramos que la pobreza…",LR Gabriel - Asociación Mexicana para la Producción Animal y … - researchgate.net,{'summary': 'LR Gabriel - Asociación Mexicana para la Producción Animal y … - researchgate.net'},2022-03-17 11:03:27 UTC,mezcal pobreza
Análisis del desarrollo económico y social en la Ruta de Mezcal San Luis Potosí-Zacatecas en México y en la propuesta para crear la Ruta Equinoccial en las …,https://www.researchgate.net/profile/Juan-Navarro-45/publication/357127566_Analisis_del_desarrollo_economico_y_social_en_la_Ruta_de_Mezcal_San_Luis_Potosi-Zacatecas_en_Mexico_y_en_la_propuesta_para_crear_la_Ruta_Equinoccial_en_las_provincias_de_Pichincha_e_Imbabura_en_el_Ecu/links/61bcac7dfd2cbd7200a92fdb/Analisis-del-desarrollo-economico-y-social-en-la-Ruta-de-Mezcal-San-Luis-Potosi-Zacatecas-en-Mexico-y-en-la-propuesta-para-crear-la-Ruta-Equinoccial-en-las-provincias-de-Pichincha-e-Imbabura-en-el-Ecu.pdf,"… en la ruta de mezcal y en la propuesta para la conformación de la ruta equinoccial. … el desarrollo es un problema exclusivo de los países pobres, y por otro lado, quienes consideran …","A Vera González, JC Ortíz Navarro… - Pretium: Revista de …, 2018 - researchgate.net","{'summary': 'A Vera González, JC Ortíz Navarro… - Pretium: Revista de …, 2018 - researchgate.net'}",2022-03-17 11:03:27 UTC,mezcal pobreza
"Estudio y aplicación de los desechos del mezcal en bloques de tierra cruda, para construcción en el estado de Oaxaca",https://repositorio.xoc.uam.mx/jspui/handle/123456789/398,… actualmente para producir mezcal. El proceso de destilación del mezcal genera dos tipos de … proyectos arquitectónicos en pueblos productores de mezcal del estado de Oaxaca desde …,A Montes González - 2019 - repositorio.xoc.uam.mx,{'summary': 'A Montes González - 2019 - repositorio.xoc.uam.mx'},2022-03-17 11:03:27 UTC,mezcal pobreza
Investigación Aplicada en la Sociedad de Productores y Destiladores de Agave Sp de Zumpahuacán para la Optimización de su proceso productivo y la Reutilización …,http://ri.uaemex.mx/handle/20.500.11799/32429,"… de Zumpahuacán se detecta un alto nivel de pobreza marginación, pese a esto un grupo … agave de Zumpahuacáncon el objetivo de producir mezcal de manera artesanal a través del …","S OSNAYA BALTIERRA, JE ZARUR CORTES… - ri.uaemex.mx","{'summary': 'S OSNAYA BALTIERRA, JE ZARUR CORTES… - ri.uaemex.mx', 'authors': [{'name': 'S OSNAYA BALTIERRA', 'link': 'https://scholar.google.com/citations?user=hyehrdMAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=hyehrdMAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'hyehrdMAAAAJ'}, {'name': 'JE ZARUR CORTES', 'link': 'https://scholar.google.com/citations?user=kfxSSKcAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=kfxSSKcAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'kfxSSKcAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
"DESARROLLO SOCIO ECONÓMICO Y AFECTACIÓN AMBIENTAL, RELATIVA A LA PRODUCCIÓN DE CERVEZA, TEQUILA Y MEZCAL EN EL PERIODO …",http://ri.uaemex.mx/handle/20.500.11799/109046,"… tequila y el mezcal realizan esfuerzos en el mismo sentido e, incluso, son los que … de la población agudizando la pobreza en la región, acompañada de factores como el …","S Padilla Loredo, JJ Rmírez Hernández - ri.uaemex.mx","{'summary': 'S Padilla Loredo, JJ Rmírez Hernández - ri.uaemex.mx', 'authors': [{'name': 'S Padilla Loredo', 'link': 'https://scholar.google.com/citations?user=pzCItOwAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=pzCItOwAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'pzCItOwAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
Oaxaca y sus regiones productoras de mezcal: Un análisis desde cadenas globales de valor,https://www.revistas.una.ac.cr/index.php/perspectivasrurales/article/view/9286,"… De acuerdo con el índice de rezago social (IRS), por medio del cual se intenta medir la pobreza y que incorpora indicadores de educación, de acceso a servicios de salud, de servicios …","NVV Vera, PP Akaki - Perspectivas Rurales Nueva Época, 2017 - revistas.una.ac.cr","{'summary': 'NVV Vera, PP Akaki - Perspectivas Rurales Nueva Época, 2017 - revistas.una.ac.cr', 'authors': [{'name': 'PP Akaki', 'link': 'https://scholar.google.com/citations?user=lGSrAxQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=lGSrAxQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'lGSrAxQAAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
Crecimiento de plántulas de dos especies de mezcal en función del tipo de suelo y nivel de fertilización,http://www.scielo.org.mx/scielo.php?pid=S0187-73802013000400004&script=sci_arttext,"… , a pesar de que se emplean para producir mezcal. En este estudio se evaluó en … de recolección para la elaboración de mezcal. Según Sánchez (2005), el mezcal de A. potatorum tiene …","S Martínez-Ramírez, A Trinidad-Santos… - Revista fitotecnia …, 2013 - scielo.org.mx","{'summary': 'S Martínez-Ramírez, A Trinidad-Santos… - Revista fitotecnia …, 2013 - scielo.org.mx'}",2022-03-17 11:03:27 UTC,mezcal pobreza
"Política social, desarrollo territorial o trampa de pobreza: Caso Mártir de Cuilapan, Guerrero.",http://ri.uagro.mx/handle/uagro/1265,"… mezcal and honey, Inaes, through the Social Economy Promotion Program, supported the producers of mezcal and the … Despite this, mezcal producers interviewed agreed that financial …","I Sanchez Ignacio, PV Tello Almaguer - 2019 - ri.uagro.mx","{'summary': 'I Sanchez Ignacio, PV Tello Almaguer - 2019 - ri.uagro.mx', 'authors': [{'name': 'PV Tello Almaguer', 'link': 'https://scholar.google.com/citations?user=wp-cIm4AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=wp-cIm4AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'wp-cIm4AAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
"Política social, desarrollo territorial o trampa de pobreza: Caso Mártir de Cuilapan, Guerrero",http://ricea.org.mx/index.php/ricea/article/view/140,"… mezcal y miel son las más dinámicas y competitivas en el municipio. Dado que el municipio se caracteriza por ser productor de mezcal … , apoyó a los productores de mezcal y la CDI a …","IS Ignacio, PVT Almaguer - RICEA Revista Iberoamericana de …, 2019 - ricea.org.mx","{'summary': 'IS Ignacio, PVT Almaguer - RICEA Revista Iberoamericana de …, 2019 - ricea.org.mx', 'authors': [{'name': 'PVT Almaguer', 'link': 'https://scholar.google.com/citations?user=wp-cIm4AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=wp-cIm4AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'wp-cIm4AAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
De genes y magueyes estudio y conservación de los recursos genéticos del tequila y el mezcal,http://revistas.unam.mx/index.php/cns/article/view/12112,"… Esta nula variación genética, junto con el descuido y las pobres prácticas fitosanitarias en las plantaciones, generaron una gran mortandad en las plantaciones a finales de los años …","L EGUIARTE, A GONZÁLEZ GONZÁLEZ - Ciencias, 2007 - revistas.unam.mx","{'summary': 'L EGUIARTE, A GONZÁLEZ GONZÁLEZ - Ciencias, 2007 - revistas.unam.mx', 'authors': [{'name': 'A GONZÁLEZ GONZÁLEZ', 'link': 'https://scholar.google.com/citations?user=W0W9fZ4AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=W0W9fZ4AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'W0W9fZ4AAAAJ'}]}",2022-03-17 11:03:27 UTC,mezcal pobreza
Denominación de origen Mezcal en Oaxaca: sus transformaciones en los canales de comercialización y la evolución del consumo,http://publicaciones.eco.uaslp.mx/VOL19/Volumen_11.0_3.PDF,"… boom” y moda del consumo del Mezcal, surgida desde hace una década hasta la actualidad, donde una bebida que era considerada para pobres y que habıa estado presente en usos …",NVV Vera - publicaciones.eco.uaslp.mx,{'summary': 'NVV Vera - publicaciones.eco.uaslp.mx'},2022-03-17 11:03:27 UTC,mezcal pobreza
Morir tocando el ukelele: o de cómo Lowry conoció el mezcal,https://www.jstor.org/stable/27926681,"… eran tan pobres?? Al inicio del verano de 1934 Jan abord? … Seg?n su bi?grafo, ?err?neamente se supone que el mezcal … , ?donde se puede encontrar el mejor mezcal de M?xico?. …","H Vargas, C Virgili - Trama & Texturas, 2008 - JSTOR","{'summary': 'H Vargas, C Virgili - Trama & Texturas, 2008 - JSTOR'}",2022-03-17 11:03:27 UTC,mezcal pobreza
"Función de producción en el tiempo de agave (potatorum zucc) y mezcal; estudios de caso en Caltepec, Puebla.",http://colposdigital.colpos.mx:8080/xmlui/handle/10521/4326,"… En el cuadro 8 se muestra los índices de pobreza y rezago existentes en Caltepec, y se puede … ser partícipes en la disminución en el porcentaje de pobreza existente en este municipio. …",M Fonseca Varela - 2020 - colposdigital.colpos.mx,{'summary': 'M Fonseca Varela - 2020 - colposdigital.colpos.mx'},2022-03-17 11:03:27 UTC,mezcal pobreza
Atiztatzin. El mezcal en la cultura popular en la región de Guerrero, consumo y producción cultural.,http://repositorio.ciesas.edu.mx/bitstream/handle/123456789/131/M472.pdf?sequence=1,"… Gerardo Guerrero Gómez2 ha identificado que los estudios sobre el mezcal son muy pobres… de obras en torno al mezcal pudieran reforzar y ampliar la cultura del mezcal, tanto a nivel … RD Reyes - 2011 – repositorio.ciesas.edu.mx",{'summary': 'RD Reyes - 2011 - repositorio.ciesas.edu.mx'},2022-03-17 11:03:27 UTC,mezcal pobreza
