Title,Link,Snippet,Summary,Info,Processed,Query
Genética de poblaciones de Agave cupreata y Agave potatorum: aportaciones para el manejo y la conservación de dos especies mezcaleras,https://www.researchgate.net/profile/Xitlali-Aguirre-Dugua/publication/267820588_Genetica_de_poblaciones_de_Agave_cupreata_y_Agave_potatorum_aportaciones_para_el_manejo_y_la_conservacion_de_dos_especies_mezcaleras/links/55915e4708aed6ec4bf82f00/Genetica-de-poblaciones-de-Agave-cupreata-y-Agave-potatorum-aportaciones-para-el-manejo-y-la-conservacion-de-dos-especies-mezcaleras.pdf,"… of mezcal, the former in the states of Michoacán and Guerrero; the later in Puebla and Oaxaca. The producers of mezcal … With a growing demand of mezcal it becomes necessary to …",XA Dugua - researchgate.net,"{'summary': 'XA Dugua - researchgate.net', 'authors': [{'name': 'XA Dugua', 'link': 'https://scholar.google.com/citations?user=iDtZ6DsAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=iDtZ6DsAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'iDtZ6DsAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Agave azul y el desarrollo sustentable en la cuenca baja del río Ayuquila, Costa Sur de Jalisco (1994-2004)",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252011000200006,"… En lo ancestral hay futuro: del tequila, los mezcales y otros agaves. Mérida: Centro de Investigación Científica de Yucatán (CICY), Consejo Nacional de Ciencia y Tecnología (…","PRW Gerritsen, JJ Rosales Adame… - Región y …, 2011 - scielo.org.mx","{'summary': 'PRW Gerritsen, JJ Rosales Adame… - Región y …, 2011 - scielo.org.mx', 'authors': [{'name': 'PRW Gerritsen', 'link': 'https://scholar.google.com/citations?user=u1_VFk8AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=u1_VFk8AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'u1_VFk8AAAAJ'}, {'name': 'JJ Rosales Adame', 'link': 'https://scholar.google.com/citations?user=8b5i10AAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=8b5i10AAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '8b5i10AAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Case study: Tequila,https://www.fao.org/fileadmin/templates/olq/documents/documents/Tequila%20mexico.pdf,"… to recognize the GIs for tequila and mezcal, in exchange for recognition of Tennessee … the European Union agreed to recognize tequila and mezcal as exclusively Mexican products, in …","S Bowen - North Carolina State University, United States, 2008 - fao.org","{'summary': 'S Bowen - North Carolina State University, United States, 2008 - fao.org'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
ESTUDIO DE LA CADENA PRODUCTIVA AGAVE TEQUILA EN LOS MUNICIPIOS DEL CENTRO Y SUR DEL ESTADO DE NAYARIT EN EL PERIODO 1995-2004,http://192.100.162.123:8080/handle/123456789/1304,"… Las bebidas alcoh6licas destiladas lIamadas aguardienles, vinos de mezcal 0 mezcales no se obtuvieron por el procedimienlo prehispanico de la fermentaci6n, sino que fue a traves …",M SIFUENTES TREJO - 2008 - 192.100.162.123,{'summary': 'M SIFUENTES TREJO - 2008 - 192.100.162.123'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Fertigation in nursery plants of Agave potatorum Zucc micropropagated acclimatized,http://www.scielo.org.mx/scielo.php?pid=S2007-09342016000501167&script=sci_arttext&tlng=en,"… The Agave potatorum Zucc, is a wild species collected in the field to produce a distilled beverage called mezcal, and not enough is known about their agronomic management and …","JR Enríquez del Valle, SE Alcara Vázquez… - Revista mexicana de …, 2016 - scielo.org.mx","{'summary': 'JR Enríquez del Valle, SE Alcara Vázquez… - Revista mexicana de …, 2016 - scielo.org.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Necesidades de información y comportamiento informativo de los agricultores de agave azul de Tequila, Jalisco: un estudio de caso",http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-358X2016000200143,"… bruñido, en las que se representan cuencos llenos de pencas de agave cocido o personajes transportando en sus espaldas corazones jimados del agave, también llamado mezcal. …","A Sánchez Soto - Investigación bibliotecológica, 2016 - scielo.org.mx","{'summary': 'A Sánchez Soto - Investigación bibliotecológica, 2016 - scielo.org.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Angélica Navidad Morales Figueroa,http://computo.ceiich.unam.mx/webceiich/docs/libro/Quehacer%20universidad.pdf#page=175,"… y el Mezcal, todas ellas con denominación de origen. Ésta es sólo una pequeña muestra de todo lo que se ha patrimonializado en la última década, en la que parece más que obvio el …",L Arizpe - El quehacer de la Universidad ante los problemas … - computo.ceiich.unam.mx,{'summary': 'L Arizpe - El quehacer de la Universidad ante los problemas … - computo.ceiich.unam.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
DISEÑO DE UN PROTOCOLO PARA LA PROPAGACIÓN IN VITRO DE Agave parviflora Torr. MEDIANTE ORGANOGÉNESIS DIRECTA,https://ciad.repositorioinstitucional.mx/jspui/handle/1006/753,"… Algunas de éstas se han utilizado en la producción de bebidas espirituosas como el pulque, mezcal, sotol, y bacanora. Esta última es emblemática con denominación de origen del …",RAK UC - 2016 - ciad.repositorioinstitucional.mx,{'summary': 'RAK UC - 2016 - ciad.repositorioinstitucional.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Propuesta de evaluación para asignar tentativamente riesgo de extinción (ETRE): el caso de Peltogyne mexicana (Leguminosae),http://www.scielo.org.mx/scielo.php?pid=S2007-42982018000400609&script=sci_abstract&tlng=pt,"… Berger, pues desde que se creó la denominación de origen del mezcal de Michoacán y Guerrero, producido a partir de esta especie, se ha incentivado la producción de planta en …","JC Montero-Castro, JA Zuñiga-Zuñiga… - Botanical …, 2018 - scielo.org.mx","{'summary': 'JC Montero-Castro, JA Zuñiga-Zuñiga… - Botanical …, 2018 - scielo.org.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Clústeres: reto innovador para corporativos con visión de consolidación mundial.,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=01859439&AN=125275031&h=H5tr%2Fswkl30Q21AsT0gnqMpJWLhGurwp13fYS7AwvFC9KZ94hEN6B89g0U1oRhRcQTdXG9%2B9jHQTcyUcVpbmwA%3D%3D&crl=c,"… Valenzuela-Zapata, Ana Guadalupe, 2007, Las denominaciones de origen Tequila y Mezcal y la biodiversidad en el género Agave sp. Conferencia dictada en el Seminario “…","MG Monsalvo Velázquez, J Aguilar Ávila… - Textual, 2011 - search.ebscohost.com","{'summary': 'MG Monsalvo Velázquez, J Aguilar Ávila… - Textual, 2011 - search.ebscohost.com', 'authors': [{'name': 'J Aguilar Ávila', 'link': 'https://scholar.google.com/citations?user=qAl8hOcAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=qAl8hOcAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'qAl8hOcAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Métodos de extracción de nanocelulosa a partir de residuos de Agave spp.,http://ri.uaemex.mx/handle/20.500.11799/106081,"… En 1934 el gobierno mexicano reconoce la denominación de origen del mezcal, de esta manera se otorgó a nueve estados de la república mexicana los cuales son: Tamaulipas, San …",H Vidales Carrillo - ri.uaemex.mx,{'summary': 'H Vidales Carrillo - ri.uaemex.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
EL PICUDO Scyphophorus acupunctatus Gyllenhal Y SU MANEJO EN EL AGAVE TEQUILERO (Agave tequilana FAC Weber) VARIEDAD AZUL,http://www.inifapcirne.gob.mx/Biblioteca/Publicaciones/946.pdf,"… Por otra parte sus hospederos son de importancia económica, ecológica y ornamental, por la fibra y las bebidas alcohólicas como el pulque, mezcal y el tequila que se obtienen de …",CE Las Huastecas - inifapcirne.gob.mx,{'summary': 'CE Las Huastecas - inifapcirne.gob.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Turismo sostenible y emprendimiento social. El pueblo mágico de Tequila, México",http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S1390-86182018000200051,"… El segundo pilar público viene dado por el apoyo de los cinco estados que tienen la Denominación de Origen Tequila (DOT) y las localidades productoras de tequila, en especial el …","JM Saiz-Álvarez - RETOS. Revista de Ciencias de la …, 2018 - scielo.senescyt.gob.ec","{'summary': 'JM Saiz-Álvarez - RETOS. Revista de Ciencias de la …, 2018 - scielo.senescyt.gob.ec', 'authors': [{'name': 'JM Saiz-Álvarez', 'link': 'https://scholar.google.com/citations?user=yvoOis0AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=yvoOis0AAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'yvoOis0AAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
La expansión tequilera y las mujeres en la industria: del símbolo al testimonio,https://sociedadesruralesojs.xoc.uam.mx/index.php/srpma/article/view/149,"… se reconocieran las bebidas con Denominación de Origen como el Tequila y el Mezcal de México, y por nuestra parte se reconocieron 214 destilados de origen europeo, en el último …","AGV Zapata, MS Gaytán - Sociedades …, 2009 - sociedadesruralesojs.xoc.uam.mx","{'summary': 'AGV Zapata, MS Gaytán - Sociedades …, 2009 - sociedadesruralesojs.xoc.uam.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Valorización de productos de la conversión termoquímica de biomasa lignocelulósica residual: biochar como aditivo agrícola,http://repositorioinstitucional.uaslp.mx/xmlui/handle/i/7106,"… De acuerdo al Consejo Regulador de Mezcal y la NOM-070-SCFI-2016, el mezcal es una bebida alcohólica regional obtenida por destilación y rectificación de mostos preparados …",LF Palomo González - 2020 - repositorioinstitucional.uaslp.mx,{'summary': 'LF Palomo González - 2020 - repositorioinstitucional.uaslp.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"CONCENTRACIÓN DE GRADOS BRIX EN POBLACIONES NATURALES DE SOTOL (Dasylirion SPP.) EN DURANGO, MÉXICO.",http://cienciaeinnovacion.com.mx/wp-content/uploads/20202/Art35_Rios_Saucedo_B.pdf,"… alcohólica llamada “sotol” y con denominación de origen para los estados de Coahuila, Chihuahua … (tequila) y Agave durangensis (mezcal) tanto en plantaciones comerciales como en …","JCR Saucedo, JJH Solis, LEJ Velasquez… - cienciaeinnovacion.com.mx","{'summary': 'JCR Saucedo, JJH Solis, LEJ Velasquez… - cienciaeinnovacion.com.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Tipos de bebidas alcohólicas novohispanas y variedad de nombres: argumentos para desacreditar su producción y consumo,https://www.academia.edu/download/44992884/EN_TORNO_A_LAS_BEBIDAS_LIBRO.pdf#page=33,… o mezcal” en la denominación de vinos y ocultar a las autoridades españolas que en realidad se trataba de bebidas fuertes. 30 Pero como esa constante de llamar simplemente vino a …,BR Pérez - EN TORNO A LAS BEBIDAS ALCOHÓLICAS … - academia.edu,{'summary': 'BR Pérez - EN TORNO A LAS BEBIDAS ALCOHÓLICAS … - academia.edu'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Diseño de estrategias de integración para la mejora de la competitividad en las empresas del sector mezcalero de Durango,http://192.100.162.123:8080/handle/123456789/2344,"… industria del mezcal en Durango podría categorizarse como … mezcal cuenta con la denominación de origen más grande … en cada estado que posee la Denominación de Origen, las …",S Arreola Gurrola - 2020 - 192.100.162.123,"{'summary': 'S Arreola Gurrola - 2020 - 192.100.162.123', 'authors': [{'name': 'S Arreola Gurrola', 'link': 'https://scholar.google.com/citations?user=EeJ7zxoAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=EeJ7zxoAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'EeJ7zxoAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Origen histológico de los brotes micropropagados de Agave tequilana Weber Cultivar Azul,http://repositorio.cucba.udg.mx:8080/xmlui/bitstream/handle/123456789/5859/Munguia_Lino_Guadalupe.pdf?sequence=1,"… El mezcal tequilero es una planta mexicana de la que se obtiene el tequila, bebida alcohólica con demanda mundial. Este mezcal es un cultivo cada vez más importante en el Estado …",HGA Salvador - 2015 - repositorio.cucba.udg.mx,{'summary': 'HGA Salvador - 2015 - repositorio.cucba.udg.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Agave biotechnology: an overview,https://www.tandfonline.com/doi/abs/10.3109/07388551.2014.923813,"… However, it depends on the mezcal producer, this gives a large variation and there is lack of quality standards in some cases. Each piña weighs between 350–400 kg. Cooking is …","NY Nava-Cruz, MA Medina-Morales… - Critical reviews in …, 2015 - Taylor & Francis","{'summary': 'NY Nava-Cruz, MA Medina-Morales… - Critical reviews in …, 2015 - Taylor & Francis', 'authors': [{'name': 'MA Medina-Morales', 'link': 'https://scholar.google.com/citations?user=E2I8hZkAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=E2I8hZkAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'E2I8hZkAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
LA BIODIVERSIDAD LE PONE SAZÓN A GUANAJUATO,https://www.academia.edu/download/31859807/Sazon_a_Guanajuato.pdf,"… rosei) y otras frutas como guayaba, tamarindo y jamaica; el tradicional mezcal (… denominación de origen del tequila (Declaratoria General de Protección a la Denominación de Origen “…",LCO URIBE - academia.edu,{'summary': 'LCO URIBE - academia.edu'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"AGROSILVICULTURAS EN TERRITORIOS SEMIÁRIDOS DE PUEBLA, MÉXICO",https://www.revistaetnobiologia.mx/index.php/etno/article/view/451,… Their escalation of this situation is due to the introduction and intensification of mezcal and pulque agave crops. The general question is: How can a relational model be built between …,"AIM Calles, AMR Rosas, YAR Bautista… - …, 2021 - revistaetnobiologia.mx","{'summary': 'AIM Calles, AMR Rosas, YAR Bautista… - …, 2021 - revistaetnobiologia.mx', 'authors': [{'name': 'AIM Calles', 'link': 'https://scholar.google.com/citations?user=oh6b_7EAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=oh6b_7EAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'oh6b_7EAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Indicaciones geográficas de productos agroalimentarios en México,https://ageconsearch.umn.edu/record/264745/,"… determinada con cierto origen y que ya cuentan con protección jurídica, y en cuyo caso los ejemplos más destacados son las denominaciones de origen del tequila y del mezcal. no …","E CASTILLo-LInARES, H SAnToYo-CoRTÉS… - 2017 - ageconsearch.umn.edu","{'summary': 'E CASTILLo-LInARES, H SAnToYo-CoRTÉS… - 2017 - ageconsearch.umn.edu', 'authors': [{'name': 'H SAnToYo-CoRTÉS', 'link': 'https://scholar.google.com/citations?user=i6-z5LkAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=i6-z5LkAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'i6-z5LkAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Eficiencia colectiva y upgrading en el cluster del tequila,https://hal.inrae.fr/hal-02660037/document,"… 99% del agave cosechado se destina a la producción de tequila, así como a la fabricación de bebidas alcohólicas tradicionales como son los licores, el pulque, la raicilla o el mezcal. …","AM Coelho - Análisis económico, 2007 - hal.inrae.fr","{'summary': 'AM Coelho - Análisis económico, 2007 - hal.inrae.fr'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Emprendimiento internacional: La raicilla y su internacionalización,https://www.researchgate.net/profile/Rogelio-Flores/publication/313792637_TENDENCIAS_CLAVE_EN_LAS_INVESTIGACIONES_SOCIALES_SOBRE_LA_SUSTENTABILIDAD_LA_EDUCACION_Y_LA_POLITICA/links/58a5daccaca27206d99103ac/TENDENCIAS-CLAVE-EN-LAS-INVESTIGACIONES-SOCIALES-SOBRE-LA-SUSTENTABILIDAD-LA-EDUCACION-Y-LA-POLITICA.pdf#page=107,"… como principales competidores al tequila y al mezcal, por ello es necesario enfocarse en … del mezcal y el tequila, no se cuenta con una certificación de denominación de origen; sin …","JRV Sánchez, RP González, U Guizar - Marco Antonio Barajas Figueroa … - researchgate.net","{'summary': 'JRV Sánchez, RP González, U Guizar - Marco Antonio Barajas Figueroa … - researchgate.net', 'authors': [{'name': 'JRV Sánchez', 'link': 'https://scholar.google.com/citations?user=Elq4NmMAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=Elq4NmMAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'Elq4NmMAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Informe final* del Proyecto V038 Diversidad genética en dos especies mezcaleras Eguiarte, LE, X. Aguirre, M. Rocha, C. Torres, A. Silva y A. Valera (2003) …",http://www.conabio.gob.mx/institucion/proyectos/resultados/InfV038.pdf,"… mezcales, llamados en general “mezcal papalote”, ya que las plantas son conocidas localmente como papalometl. Estos mezcales … En Oaxaca, el mezcal papalote se elabora de Agave …",LE Eguiarte - conabio.gob.mx,"{'summary': 'LE Eguiarte - conabio.gob.mx', 'authors': [{'name': 'LE Eguiarte', 'link': 'https://scholar.google.com/citations?user=rddAc6cAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=rddAc6cAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'rddAc6cAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Gobernanza territorial en las protecciones institucionales alimentarias. Aproximaciones desde las DO del café en México,https://www.researchgate.net/profile/Laura-Martinez-Salvador/publication/350093667_Gobernanza_territorial_en_las_protecciones_institucionales_alimentarias_Aproximaciones_desde_las_DO_del_cafe_en_Mexico/links/60abd81392851ca9dce1c598/Gobernanza-territorial-en-las-protecciones-institucionales-alimentarias-Aproximaciones-desde-las-DO-del-cafe-en-Mexico.pdf,… de gestión y aprovechamiento de las denominaciones de origen (dO) Café Chiapas y Café … gobernanza territorial en las denominaciones de origen conformadas alrededor de bienes …,LE Martínez Salvador… - Entreciencias: Diálogos en … - researchgate.net,"{'summary': 'LE Martínez Salvador… - Entreciencias: Diálogos en … - researchgate.net', 'authors': [{'name': 'LE Martínez Salvador', 'link': 'https://scholar.google.com/citations?user=IW4MidwAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=IW4MidwAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'IW4MidwAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Insignias culturales y consumidores: Derechos humanos interdependientes,https://cuci.udg.mx/sites/default/files/insignias_culturales_y_consumidores.pdf,"… distintivos como la denominación de origen controlada, la denominación de origen, la indicación … mexicano se regula uno de estos signos distintivos conocido denominación de origen, …","IRO Argote - Letras Jurídicas, 2017 - cuci.udg.mx","{'summary': 'IRO Argote - Letras Jurídicas, 2017 - cuci.udg.mx'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
From paisano to paisano? Labor exploitation and social exclusion of jornaleros chiapanecos in Jalisco,http://www.scielo.org.co/scielo.php?pid=S0121-75502011000100012&script=sci_abstract&tlng=pt,"… En un principio, la mayor parte de los migrantes empezaron trabajando como jornaleros en las plantaciones de mezcal, realizando actividades varias como la limpieza del terreno, el …","RA Hernández López, IF Porraz Gómez - Nómadas, 2011 - scielo.org.co","{'summary': 'RA Hernández López, IF Porraz Gómez - Nómadas, 2011 - scielo.org.co', 'authors': [{'name': 'RA Hernández López', 'link': 'https://scholar.google.com/citations?user=_MNAg-sAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=_MNAg-sAAAAJ&engine=google_scholar_author&hl=es', 'author_id': '_MNAg-sAAAAJ'}, {'name': 'IF Porraz Gómez', 'link': 'https://scholar.google.com/citations?user=n3Xw9HoAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=n3Xw9HoAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'n3Xw9HoAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
CAPÍTULO 6 ALIANZAS PÚBLICO-PRIVADAS COMO MOTOR DE LA INNOVACIÓN LOCAL TRANSFRONTERIZA,https://www.researchgate.net/profile/Nahuel-Oddone/publication/275032825_ALIANZAS_PUBLICO-PRIVADAS_COMO_MOTOR_DE_LA_INNOVACION_LOCAL_TRANSFRONTERIZA/links/5c3f9796458515a4c72bbd8b/ALIANZAS-PUBLICO-PRIVADAS-COMO-MOTOR-DE-LA-INNOVACION-LOCAL-TRANSFRONTERIZA.pdf,"… de alcohol en el tequila y el mezcal. Gracias a las negociaciones de este … las denominaciones de origen, indicaciones geográcas y obstáculos técnicos al comercio del tequila y mezcal. …","HR Vázquez, N Oddone - researchgate.net","{'summary': 'HR Vázquez, N Oddone - researchgate.net', 'authors': [{'name': 'N Oddone', 'link': 'https://scholar.google.com/citations?user=R4bELdoAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=R4bELdoAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'R4bELdoAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Extracción y obtención de fracciones de saponinas a partir de hojas de los Agaves salmiana y tequilana weber de Zacatecas,http://ricaxcan.uaz.edu.mx/jspui/handle/20.500.11845/569,… como un residuo de la agroindustria del mezcal  así como la obtención de compuestos de … y sur del estado donde se produce el mezcal. Además se realizó un análisis bromatológico y …,"DL Ortíz Torres, M Galván Valencia, L Delgadillo Ruíz… - 2014 - ricaxcan.uaz.edu.mx","{'summary': 'DL Ortíz Torres, M Galván Valencia, L Delgadillo Ruíz… - 2014 - ricaxcan.uaz.edu.mx', 'authors': [{'name': 'M Galván Valencia', 'link': 'https://scholar.google.com/citations?user=BBFkStUAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=BBFkStUAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'BBFkStUAAAAJ'}, {'name': 'L Delgadillo Ruíz', 'link': 'https://scholar.google.com/citations?user=CXGXOLEAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=CXGXOLEAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'CXGXOLEAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
ORIGEN DE LAS VENTAJAS COMPETITIVAS DE LA INDUSTRIA OAXAQUEÑA Y RECOMENDACIONES PARA SU MEJOR APROVECHAMIENTO,https://scholar.archive.org/work/jwpersqdszhnhaxdxypmngdgfe/access/wayback/http://www.panoramaeconomico.mx/ojs/index.php/PE/article/download/114/85,… fabrican propiamente el mezcal y son los responsables de observar el cumplimiento de la norma (respetar el origen de las pencas y el proceso de elaboración del mezcal). Estos …,JML Mendoza - scholar.archive.org,{'summary': 'JML Mendoza - scholar.archive.org'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"Paradigmas del marketing, desarrollo para las organizaciones.",https://repository.usta.edu.co/handle/11634/3256,… El mezcal de CASA ZAUCO ha empezado a tomar su … obtiene la denominación de origen para elaborar mezcal  hasta … proceso de producción del mezcal pero que arroja falencias en …,RD Muñoz Galeano - repository.usta.edu.co,{'summary': 'RD Muñoz Galeano - repository.usta.edu.co'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Gobernanza territorial en las protecciones institucionales alimentarias. Aproximaciones desde las DO del café en México,https://www.redalyc.org/journal/4576/457665440006/457665440006.pdf,"… como las indicaciones geográficas y las denominaciones de origen (DO), las cuales son … 2020, el IMPI había otorgado nueve denominaciones de origen a alimentos1 como: el arroz …","LEM Salvador, D de Jesús Contreras - Entreciencias: Diálogos en la …, 2021 - redalyc.org","{'summary': 'LEM Salvador, D de Jesús Contreras - Entreciencias: Diálogos en la …, 2021 - redalyc.org', 'authors': [{'name': 'LEM Salvador', 'link': 'https://scholar.google.com/citations?user=IW4MidwAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=IW4MidwAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'IW4MidwAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
Agave and Opuntia Species as Sustainable Feedstocks for Bioenergy and Byproducts,https://www.mdpi.com/2071-1050/13/21/12263,"… About 35 species of Agave are used for making mezcal [49], … are used for making Tequila or Mezcal, while the leaves are … fresh weight of heads for Mezcal and Tequila, while Henequen …","JA Honorato-Salazar, J Aburto, MA Amezcua-Allieri - Sustainability, 2021 - mdpi.com","{'summary': 'JA Honorato-Salazar, J Aburto, MA Amezcua-Allieri - Sustainability, 2021 - mdpi.com', 'authors': [{'name': 'JA Honorato-Salazar', 'link': 'https://scholar.google.com/citations?user=6tPCKj8AAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=6tPCKj8AAAAJ&engine=google_scholar_author&hl=es', 'author_id': '6tPCKj8AAAAJ'}, {'name': 'J Aburto', 'link': 'https://scholar.google.com/citations?user=lIS87DUAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=lIS87DUAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'lIS87DUAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
papel amate: tradición y desarrollo,http://www.eco.buap.mx/publicaciones/libros/dinamicas_productivas_alimentacion_y_politicas.pdf#page=16,"… Con estos propósitos, los artesanos de origen otomí atienden … de valor y denominación de origen mezcal en Oaxaca· 31 … Cadenas globales de valor y denominación de origen mezcal …","MJF Castillo12, MAJ Velázquez - DESARROLLO, DISPUTAS SOCIO … - eco.buap.mx","{'summary': 'MJF Castillo12, MAJ Velázquez - DESARROLLO, DISPUTAS SOCIO … - eco.buap.mx', 'authors': [{'name': 'MAJ Velázquez', 'link': 'https://scholar.google.com/citations?user=O_hOvqQAAAAJ&hl=es&oi=sra', 'serpapi_scholar_link': 'https://serpapi.com/search.json?author_id=O_hOvqQAAAAJ&engine=google_scholar_author&hl=es', 'author_id': 'O_hOvqQAAAAJ'}]}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
6 3 Aniversario,https://repositoriodigital.ipn.mx/bitstream/123456789/24061/1/VIDSUPRA%20VOL%207%20NUM%202.pdf,… mezcal que permita cumplir con la NOM-070-SCFI-1994 y maximizar la obtención de mezcal … El presente trabajo se enfocó en evaluar el contenido de metanol en el mezcal de Nombre …,IPN DURANGO - 2015 - repositoriodigital.ipn.mx,{'summary': 'IPN DURANGO - 2015 - repositoriodigital.ipn.mx'},2022-03-17 18:15:24 UTC,mezcal denominacion de origen
"NORMA OFICIAL MEXICANA NOM-199-SCFI-2017, BEBIDAS ALCOHÓLICAS-DENOMINACIÓN, ESPECIFICACIONES FISICOQUÍMICAS, INFORMACIÓN …",https://members.wto.org/crnattachments/2017/TBT/MEX/17_4958_00_s.pdf,"… El artículo 32 de la Ley Federal de Protección al Consumidor, establece que la información o publicidad relativa a bienes, productos o servicios que se difundan por …","AUE MARINA, DG de Normas - members.wto.org","{'summary': 'AUE MARINA, DG de Normas - members.wto.org'}",2022-03-17 18:15:24 UTC,mezcal denominacion de origen
